artist_name,track_name,track_id,album_id,artist_id,track_popularity,artist_popularity,artist_genre,duration_ms,release_date,release_date_precision
Incognito,Don't You Worry 'Bout A Thing,67oKpoAXWBrPblNLT879Uz,1gcxfIY8oeRYr203cTsjVP,5moJNCJeiNwuQAhDLJXULs,17,47,"['brit funk', 'modern funk']",319760,2021-11-19,day
IVE,ELEVEN,7n2FZQsaLb7ZRfRPfEeIvr,1XMYvsHRt52sMi6wittWqI,6RHTUrRF63xao58xh9FXYJ,81,70,"['k-pop', 'k-pop girl group']",178453,2021-12-01,day
Incognito,Crazy For You,6Sufmzi9MvBXGQp8tQPTt6,1gcxfIY8oeRYr203cTsjVP,5moJNCJeiNwuQAhDLJXULs,16,47,"['brit funk', 'modern funk']",211053,2021-11-19,day
Lyn Lapid,In My Mind,2W779g2UrRZtVdf3FcEOO1,4uLn2Ci7bNaHSZ0tBHYlxt,4pfy05cNNTacuOQ6SiSu4v,74,60,['gen z singer-songwriter'],162794,2021-08-20,day
Hate Drugs,Never Wanna Leave (2021 Special Edition),3ENgON7uAmmCdTlQr7ErIv,1lPxuPwwRcs0NhgBS2jcxc,5jZwS1OxSxGZ3j3Y3chJzv,3,28,['socal indie'],202250,2021-06-25,day
Justin Bieber,Hold On,1nahzW3kfMuwReTka28tH5,5dGWwsZ9iB2Xc3UKR0gif2,1uNFoZAHBGtllmzznpCI3s,78,90,"['canadian pop', 'pop']",170813,2021-03-19,day
Ennio Morricone,"Dal Night - From ""Il vizietto"" / Remastered 2021",4EqKiG549YsSytCpDFrF65,4lb6pptkEBitDpwP5QCGs1,1nIUhcKHnK6iyumRyoV68C,7,63,"['classic soundtrack', 'italian soundtrack', 'orchestral soundtrack', 'soundtrack', 'vintage italian soundtrack']",51040,2022-03-23,day
Dua Lipa,We're Good,1diS6nkxMQc3wwC4G1j0bh,0JeyP8r2hBxYIoxXv11XiX,6M2wZ9GZgrQXHCFfjv46we,78,89,"['dance pop', 'pop', 'uk pop']",165506,2021-02-11,day
Michal Cielecki,The Golden Age,3PL0nJgLfgwNLMhyEQlL3D,6WxM11SIQK08gFC78hA3lK,4BNbYkwFLxXh7rpAzwEit4,11,30,[],198026,2021-02-10,day
Carlos Vives,"Colombia, Mi Encanto",2Q5q1q01KOdHt5fM00WUJ8,25L8ck3KGcmCo3901ztPzR,4vhNDa5ycK0ST968ek7kRr,73,73,"['champeta', 'colombian pop', 'latin', 'latin pop', 'tropical', 'vallenato']",175280,2021-11-19,day
The Chieftains,The McCarthy Theme / The Wandering - Remastered 2021,7LDzP1CLnQxv3jUJQz4ecC,5uEItOPgtRlja2gULx4q7Q,6AnrSlk5Gp1YMXgaI3mWCL,7,45,"['celtic', 'irish folk']",221493,2021-11-12,day
Ed Sheeran,Shivers,75MNhvTCCKsST3YqqUiU9r,531c37GGv5IvddCvBv3sWT,6eUKZXaKkcviH0Ku9w2n3V,80,90,"['pop', 'uk pop']",207853,2021-09-13,day
Bobby Prins,When Little Children - 2021 Remastered Remix,4fOqoAHigjlLW0lA0yIfJq,49yAJBD1PXvuirXydjWhV7,1N79HFzkFJirC7kRIFiuKA,8,29,"['classic belgian pop', 'levenslied']",199173,2021-05-27,day
Lil Peep,witchblades,5GLW3IBX8Nhsup4bBLyGxa,4PBXjrqtjZmYtt37kB7px5,2kCcBybjl3SAtIcwdWpUe3,74,80,"['emo rap', 'lgbtq+ hip hop']",149360,2021-07-02,day
Bobby Prins,Everytime They Talk - 2021 Remastered Remix,602muKG3muz3jm8ybVm7hu,49yAJBD1PXvuirXydjWhV7,1N79HFzkFJirC7kRIFiuKA,8,29,"['classic belgian pop', 'levenslied']",173786,2021-05-27,day
Lil Nas X,SCOOP (feat. Doja Cat),6bpq1jGkVz66Q3LYeoXdjZ,6pOiDiuDQqrmo5DbG0ZubR,7jVv8c5Fj3E9VhNjxT4snq,73,82,"['lgbtq+ hip hop', 'pop']",174164,2021-09-17,day
Luiz Bonfá,"Party Borghese - From ""Le ore dell'amore"" / Remastered 2021",6OGe1IJ4ymZvvcQjZZwQPy,4lb6pptkEBitDpwP5QCGs1,174ThXFgQg2VCq9r3m8ceb,8,52,"['bossa nova', 'brazilian jazz', 'jazz guitar', 'samba-jazz', 'violao']",123370,2022-03-23,day
Jenna Raine,see you later (ten years),7FKkswFflI5Txc3Y4gH0IB,6RQzi0RPigwT6Y75lVTtYv,3aHe9rMa5HFTjXHw8tEz0A,75,57,"['alt z', 'social media pop']",188160,2021-09-24,day
Luiz Bonfá,"Sacrofano Bossa Nova - From ""Le ore dell'amore"" / Remastered 2021",4X3ZyWhOQRhCH6QJ3VqSzs,4lb6pptkEBitDpwP5QCGs1,174ThXFgQg2VCq9r3m8ceb,9,52,"['bossa nova', 'brazilian jazz', 'jazz guitar', 'samba-jazz', 'violao']",155980,2022-03-23,day
Bailey Zimmerman,Never Comin' Home,4hEA25qUMn3camHI87UhiI,4GhGSIS6nha0XoeSQHRyq8,3win9vGIxFfBRag9S63wwf,68,67,['contemporary country'],194270,2021-02-03,day
Rex Montex,It Was 40 Years Ago,0ar9smQKLr5PJ8Y9h2ZpmJ,0XdVefi9oVRvVfXXm789bi,4JCwg91zZ0yIRj1HowzOhF,6,28,[],62363,2021-06-14,day
Gerardo Ortiz,Tranquilito,2LJRoFOtMGLnSxJqlJuhge,0rDFeKay5JBgF7fFIUWYca,4J13m9IZh03PEhoxAxRhXO,79,72,"['banda', 'corrido', 'musica mexicana', 'norteno', 'nueva musica mexicana', 'sierreno']",164360,2021-02-19,day
Heavy-K,Lavo,3bozfVgi5TZztBDdq633ek,5CSL70ug8HGlHcYGbD79eA,0xAI0encQKIoTvNQXPh1ts,21,36,"['afro house', 'afro soul', 'south african house', 'south african pop']",392000,2021-12-17,day
Joel Corry,OUT OUT (feat. Charli XCX & Saweetie),6Dy1jexKYriXAVG6evyUTJ,5wJb3DBSoSMKYJA8TrNKi8,6DgP9otnZw5z6daOntINxp,83,75,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance']",162603,2021-08-13,day
Heavy-K,Heaven,3MTFKycXaCc92gaHlJeOWq,5CSL70ug8HGlHcYGbD79eA,0xAI0encQKIoTvNQXPh1ts,20,36,"['afro house', 'afro soul', 'south african house', 'south african pop']",359000,2021-12-17,day
Sleepy Hallow,1999,5SnQILxl7lE7J8bRgM3NSb,38nZLvJx8A9p4YYpTG5iFP,6EPlBSH2RSiettczlz7ihV,71,77,"['brooklyn drill', 'nyc rap']",208292,2021-06-02,day
Heavy-K,Come Duze,6NTocY9zv7E8g9RWTuAbhL,5CSL70ug8HGlHcYGbD79eA,0xAI0encQKIoTvNQXPh1ts,18,36,"['afro house', 'afro soul', 'south african house', 'south african pop']",392374,2021-12-17,day
Stephanie Beatriz,All Of You,4X25mFLehFnxa1TwtLKcE2,25L8ck3KGcmCo3901ztPzR,5PYToRCsrnvikZg3yl2JMr,72,71,[],278440,2021-11-19,day
Heavy-K,Indlela,0OZzET89Ov9HbE2uOv5XQE,5CSL70ug8HGlHcYGbD79eA,0xAI0encQKIoTvNQXPh1ts,18,36,"['afro house', 'afro soul', 'south african house', 'south african pop']",329374,2021-12-17,day
Fuerza Regida,Descansando,3QXBaUQ8iwP2WI1GpQIP18,4n05Mdr8HuetVr4V6TWnWI,0ys2OFYzWYB5hRDLCsBqxt,74,74,"['corrido', 'corridos tumbados', 'musica mexicana', 'nueva musica mexicana', 'sierreno']",225000,2021-10-22,day
Luiz Bonfá,"Le ore dell'amore (Titoli) - From ""Le ore dell'amore"" / Remastered 2021",09L1EGu3g4H86h1AlCxDWK,4lb6pptkEBitDpwP5QCGs1,174ThXFgQg2VCq9r3m8ceb,8,52,"['bossa nova', 'brazilian jazz', 'jazz guitar', 'samba-jazz', 'violao']",143170,2022-03-23,day
SEB,seaside_demo,1SgUjGzbmmMOsGFTVwQ59L,5azRQ4hk4TEVhQWXEgE2WT,7oPxPZSk7y5q0fhzpmX5Gi,75,58,[],132000,2021-05-17,day
015B,  (feat. ),20McEh02B9GXFUxwLvgtgi,0Gqz04ro60qAvB9JbGrsb6,4uU7KfTjcjyKUGWSaTzLu7,9,41,"['classic k-pop', 'k-indie', 'k-rock', 'korean electropop', 'korean pop']",226546,2022-02-24,day
Ed Sheeran,Overpass Graffiti,4btFHqumCO31GksfuBLLv3,32iAEBstCjauDhyKpGjTuq,6eUKZXaKkcviH0Ku9w2n3V,82,90,"['pop', 'uk pop']",236906,2021-10-29,day
015B,   (feat. ),51NOdEdgtpksH7kfHqUmfH,0Gqz04ro60qAvB9JbGrsb6,4uU7KfTjcjyKUGWSaTzLu7,7,41,"['classic k-pop', 'k-indie', 'k-rock', 'korean electropop', 'korean pop']",282135,2022-02-24,day
Lloyd,All I Need,1bpdLkA2MDdMAx043uDIQM,7eRvqU6euU7879nxvhUBD1,1Xfmvd48oOhEWkscWyEbh9,75,65,"['dance pop', 'hip pop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",238284,2021-10-05,day
Rod Stewart,What Are You Doing New Year's Eve?,6ezuSFl2RsptFG7hyZLWVT,27sH8W5FH3hsFcK8ki6UpB,2y8Jo9CKhJvtfeKOsYzRdT,10,71,"['mellow gold', 'soft rock']",221826,2021-11-26,day
Summrs,just cant,4DCSx7XCBxYWuc71WL02j2,6mNYZNJ4a0tzSS3nPVnkO2,5L15t6I0PQS9SBXbiklPEN,70,61,"['glitchcore', 'plugg', 'pluggnb', 'vapor trap']",142716,2021-06-13,day
Zornik,"Goodbye (Live at Ancienne Belgique, Brussels, 20/11/2021)",1roXzdwAObQo6FbZ4x8EHn,3ghSErLw1qVy4HY4vNydl2,05khYC2X2kbHqWqD7aYB3c,8,35,['belgian rock'],758993,2022-01-17,day
Chri$tian Gate$,NUMB,1BPBwKueIEMnUcbbs2te7B,5KVfexccg4jLnnmbHfJZn0,0OEYE03fBF2VoTBxGuaUxL,73,62,"['emo rap', 'pop rap', 'sad rap']",112500,2021-06-04,day
The Chieftains,Tom Billy's / The Road To Lisdoonvarna / The Merry Sisters (reels) - Remastered 2021,2JfOfuZwcwPBNvp5AS74le,5uEItOPgtRlja2gULx4q7Q,6AnrSlk5Gp1YMXgaI3mWCL,6,45,"['celtic', 'irish folk']",292280,2021-11-12,day
42 Dugg,Maybach (feat. Future),2Qt8qG9SWPdtRiaWcPNJRm,4zJiUubJvgUJNq0BVD9Mvs,45gHcnDnMC15sgx3VL7ROG,68,73,"['detroit trap', 'rap', 'southern hip hop', 'trap']",199093,2021-05-21,day
Zornik,"The Enemy (Live at Ancienne Belgique, Brussels, 20/11/2021)",7gCLwvv3d7UwpOrskEXATz,3ghSErLw1qVy4HY4vNydl2,05khYC2X2kbHqWqD7aYB3c,9,35,['belgian rock'],239445,2022-01-17,day
Conway the Machine,Scatter Brain (feat. Ludacris & JID),4w7lBzX0EcDuy8tQLQvjC2,35C2QYq4OgkEXETksStyzz,67gqUXxHedeUGDTxwBzdjS,70,61,"['boom bap', 'buffalo hip hop', 'hip hop', 'rap', 'southern hip hop', 'underground hip hop', 'upstate ny rap']",209117,2021-04-16,day
Fall Out Boy,"Dance, Dance",10nzgJ85sjnH6s7TyOROd0,5RW6nz70RfmxqYCfDOwKTP,4UXqAaa6dQYAk18Lv7PEgX,5,77,"['emo', 'modern rock', 'rock']",181440,2021-10-15,day
Rx Papi,12 Stout Street,7K1HH9OC6nZlJqrGnr8r1g,2CKbsapMFGNtTVe9BneTgh,56gMovAlFdnmrDk2BcfUlJ,69,52,"['plugg', 'underground hip hop', 'vapor trap']",118750,2021-11-19,day
Jordin Post,Azure - Mixed,4NPoDB9hpJBwwuYAdjBNN1,6K4BHdXN6slKvUDKTED2vP,0bXDktUgihGHdyqpwF86TG,11,28,"['progressive house', 'progressive trance']",282515,2021-12-15,day
DDG,Moonwalking in Calabasas (feat. Blueface) - Remix,73xjJ1TIE6WP3HNKczQE4F,4TzzpYnIMI8opSO9koKKVG,0WK3H9OErSn5zKOkOV5egm,72,65,"['rap', 'trap']",170232,2021-06-15,day
ALPHA 9,The Purpose Is You - Mixed,29Z8milxs8N4XpeBG40Z7n,6K4BHdXN6slKvUDKTED2vP,6ckI88Ggj8DPe0TNAAVkjn,10,45,"['edm', 'pop dance', 'progressive house', 'progressive trance', 'russian trance', 'trance', 'uplifting trance']",296902,2021-12-15,day
Vance Joy,Missing Piece,5YqdiryRmdAzYFlxo43hAJ,6zQCdokfVne8dFU5Z5BpS3,10exVja0key0uqUkk6LJRT,74,75,"['folk-pop', 'modern rock', 'pop', 'pop rock']",217408,2021-05-19,day
Ilan Bluestone,Stranger To Your Love - Mixed,2xP13JavL2nH3POy4xgHKI,6K4BHdXN6slKvUDKTED2vP,1yoZuH2j43vVSWsOwYuQyn,9,47,"['edm', 'pop dance', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']",231525,2021-12-15,day
Tate McRae,feel like shit,2EBnvom1dTybtm75a3Xh1T,1auWLVcrhwCbtCD6k4KuZB,45dkTj5sMRSjrmBSBeiHym,75,80,['pop'],204314,2021-11-11,day
Avicii,I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,3hADVNWdfdREaagJzNdSAv,5RW6nz70RfmxqYCfDOwKTP,1vCWHaC5f2uS3yhpwWbIA6,6,79,"['dance pop', 'edm', 'pop', 'pop dance', 'pop rap']",208320,2021-10-15,day
KSLV Noh,Override,0KYvs7DKC7Cl5IHmwpP13f,0bwtv7A8S0PMvgobvukQO7,2ElMqlv5py0QFIVXUff627,78,69,['drift phonk'],114624,2021-08-27,day
Above & Beyond,Air For Life - Dosem Remix (Mixed),12cofTM8VdvUW4rAe4smwB,6K4BHdXN6slKvUDKTED2vP,10gzBoINW3cLJfZUka8Zoe,11,61,"['edm', 'pop dance', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']",278961,2021-12-15,day
vaultboy,everything sucks,3z06k8YF9CqX0CGFrlekOK,0VtWoMZIJp2kyJcbzBJxLO,0K87f3owemzI8NUCoEIXOB,78,63,['pop'],115401,2021-05-21,day
Jaytech,Road To Nowhere - Mixed,2lWbQIGeGbcSIO9WN8c6yb,6K4BHdXN6slKvUDKTED2vP,5mpJ1Z8BYEOG0rrdO4a2nG,9,35,"['progressive house', 'progressive trance', 'progressive trance house', 'trance', 'uplifting trance']",318204,2021-12-15,day
Kelsea Ballerini,I Quit Drinking,6OcCk1dbAb7XNHsC098oEM,5c5S9cyjHKBQRm1DGU1E8J,3RqBeV12Tt7A8xH3zBDDUF,75,68,"['contemporary country', 'country', 'pop']",171200,2021-06-09,day
PSY,Gangnam Style,6Vl6FXKrXRgqx8jdTXjEU2,5RW6nz70RfmxqYCfDOwKTP,2dd5mrQZvg6SmahdgVKDzh,9,69,"['k-pop', 'k-rap', 'korean old school hip hop']",219493,2021-10-15,day
Smiley,Over The Top (feat. Drake),3yaYgjEFkRw3PVjW9mV1TO,4ROMS3rcR9JepxAtDRpvc5,6jeg7JBX9J9097esK752iR,72,56,"['canadian hip hop', 'toronto rap']",153406,2021-07-23,day
The Harvard Krokodiloes,I Can't Believe That You're in Love with Me / This Can't Be Love,50meWHpkwVAWRFRQTLeeXj,0miduPzRtcjJRAtxczTywi,1YgfLHmN8WBmunQOPAzxTh,5,8,[],175500,2021-11-15,day
Atlus,OH NO!,1vPBFWHQnKaDHr5wAT6szU,205UoabL8LIgfrjHi0uvUw,7pEVNuJRlpDXlsrcq32yHp,68,63,[],168846,2021-06-18,day
Lana Del Rey,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,5kr9kiijNNnokPCCFQlvG0,5RW6nz70RfmxqYCfDOwKTP,00FQb4jTyendYWaN8pK0wa,7,84,"['art pop', 'pop']",214912,2021-10-15,day
Joyner Lucas,Your Heart,2DTpP3caqX3QdJIEoS83mD,1VKFaHoIvkZTzsSRad2jDZ,6C1ohJrd5VydigQtaGy5Wa,70,71,"['boston hip hop', 'hip hop', 'pop rap', 'rap']",198620,2021-09-24,day
Franz von Suppé,Fatinitza-Marsch,7v1zk76XQqz6F411INMEe3,5wZ8zD0rlihxVTZYWk6PeQ,0Yy8ebHB2Ubh1xVIdddNYF,16,29,"['classical', 'late romantic era', 'operetta']",184986,2021-01-08,day
Taylor Swift,Red (Taylor's Version),4OAuvHryIVv4kMDNSLuPt6,6kZ42qRrzov54LcAk4onW9,06HL4z0CvFAxyc27GXpf02,75,92,['pop'],223093,2021-11-12,day
The Chieftains,The Boyne Hunt / The Mullingar Races / The Five-Mile Chase (Reels) - Remastered 2021,2w7JECDz8MHhas44XFKMGV,5uEItOPgtRlja2gULx4q7Q,6AnrSlk5Gp1YMXgaI3mWCL,6,45,"['celtic', 'irish folk']",169560,2021-11-12,day
Lil Baby,Real As It Gets (feat. EST Gee),7eX3um6NpOQKWJMGCi97XD,0SO86DCFiwaTqchBpujace,5f7VJjfbwm532GiveGC0ZK,70,87,"['atl hip hop', 'atl trap', 'rap', 'trap']",192804,2021-03-04,day
The Harvard Krokodiloes,Lean on Me,2HGKlXqtZYRFI2pzJyvMAq,0miduPzRtcjJRAtxczTywi,1YgfLHmN8WBmunQOPAzxTh,5,8,[],156250,2021-11-15,day
Maluma,Sobrio,4HzqWEdAbzcVFDv0pvxV4w,0R1Ygba9KBj95maQnUvZm5,1r4hJ1h58CWwUQe3MxPuau,83,83,"['latin', 'reggaeton', 'reggaeton colombiano', 'trap latino']",201180,2021-07-08,day
Johann Strauss II,"An der schönen blauen Donau, Walzer, Op. 314",7Lq7lV5MVDduhkRmqP9W4s,5wZ8zD0rlihxVTZYWk6PeQ,5goS0v24Fc1ydjCKQRwtjM,15,54,"['classical', 'late romantic era', 'operetta']",654106,2021-01-08,day
Bella Poarch,Build a Bitch,7BoobGhD4x5K96Me0hqC8Q,5YKqfiQdPYWJ0kZ5pttY5o,26cMerAxjx9GedFt0lMDjm,78,62,['modern alternative pop'],122772,2021-05-14,day
Johann Strauss I,"Radetzky-Marsch, Op. 228",316AyasQmOic6W2zM8rYlw,5wZ8zD0rlihxVTZYWk6PeQ,4WMHJgeJCssiGW3ssUT7eb,15,39,"['classical', 'early romantic era']",193306,2021-01-08,day
WILLOW,t r a n s p a r e n t s o u l feat. Travis Barker,1QL7nSDZCwZMnbisV4KOXt,4ar4zcVlbYDYKgq5wEdq0T,3rWZHrfrsPBxVy692yAIxF,71,77,"['afrofuturism', 'dance pop', 'electropop', 'pop', 'post-teen pop']",168030,2021-04-27,day
Ilan Bluestone,Tonight (FYHYM2021),0y9UYbBamgqlr8y5cqUjbD,4UiV2fisGRy8AvtboMHsTr,1yoZuH2j43vVSWsOwYuQyn,7,47,"['edm', 'pop dance', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']",59048,2021-12-29,day
Ryan Hurd,Chasing After You,3MkXV52jXtsG4pvKp4cGE8,0vlxtyaep2FkkVidYC49PA,7lDVEkjIURPMyUYwoQRrpw,68,61,['contemporary country'],207666,2021-10-15,day
Zornik,"Believe In Me (Live at Ancienne Belgique, Brussels, 20/11/2021)",6t9r3YC5jZS006ihXfILxR,3ghSErLw1qVy4HY4vNydl2,05khYC2X2kbHqWqD7aYB3c,8,35,['belgian rock'],274862,2022-01-17,day
Luci4,BodyPartz,63CSKIfM2wO1K2huueWnMz,4OyzQQJHEfKXRfyN4QyLR7,1CbA4z6JauNQnHzOErDQL6,72,59,['sigilkore'],79129,2021-05-29,day
Allen Watts,Echoes (ASOT 1047),04SbHfdNn1eR9wLKeMO8IC,6HVBy8FLAoYr6B2pd71n2o,04FzGJxkYQ7zIRoCLQzLqR,15,42,"['progressive house', 'progressive trance', 'progressive uplifting trance', 'trance', 'uplifting trance']",238270,2021-12-16,day
Moneybagg Yo,Scorpio,0BFGDkrXAneskCJdudSCro,527JxbrqUTevhf0mgQlMWB,3tJoFztHeIJkJWMrx0td2f,68,76,"['hip hop', 'memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",165772,2021-10-22,day
Faraday,Highlight (RES006),2vTmGCONF8ALV738hE2sYL,0rlshUNVQCejnzuTA49uZ1,7AnLP08isFSInAJalnWXzl,10,10,[],154829,2021-12-17,day
Alesso,Chasing Stars (feat. James Bay),6y6xhAgZjvxy5kR5rigpY3,09vWMvGsbMxlVuFS7hCsf6,4AVFqumd2ogHFlRbKIjp1t,74,75,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",170457,2021-08-20,day
BOND,Our Anthem (FYHYM2021),1DbOMt8JmBesL3vq8KS2rX,4UiV2fisGRy8AvtboMHsTr,5Z2uHnS6Hv70H5v9oSzkhm,10,32,[],69592,2021-12-29,day
Taylor Swift,All Too Well (Taylor's Version),3nsfB1vus2qaloUdcBZvDu,6kZ42qRrzov54LcAk4onW9,06HL4z0CvFAxyc27GXpf02,75,92,['pop'],329160,2021-11-12,day
Corti Organ,Dr. Chaos (FYHYM2021),5SiDHMrMPQdZ80iJWFg5bC,4UiV2fisGRy8AvtboMHsTr,0v0dCyLQpm5BcEL90AcnBK,8,34,"['progressive house', 'progressive trance', 'trance', 'uplifting trance']",69864,2021-12-29,day
Doja Cat,Been Like This,7y3xU9vEC1s8DSuuoSYKih,1nAQbHeOWTfQzbOoFrvndW,5cj0lLjcoR7YOSnhnX0Po5,72,89,"['dance pop', 'pop']",177373,2021-06-25,day
Dezza,Ghost (RES006),6dCyVEi8DeomJY5k7vk7bk,0rlshUNVQCejnzuTA49uZ1,3p7y4jD6cIfONGyx6xaFik,9,48,"['edm', 'progressive house', 'progressive trance house', 'tropical house']",231983,2021-12-17,day
Taylor Swift,Love Story (Taylor’s Version),6YvqWjhGD8mB5QXcbcUKtx,4hDok0OAJd57SGIT8xuWJH,06HL4z0CvFAxyc27GXpf02,75,92,['pop'],235766,2021-04-09,day
Hard Men Working Hard,Just Be Yourself,6AZjwQFTHpWsiYtKCOtLTP,2SM82zyjPb8NnBrK1IF1i4,1hoEcGDMtO6zhujNn7RRUu,8,11,[],252842,2022-02-11,day
Lil Tjay,Not In The Mood (feat. Fivio Foreign & Kay Flock),25GyyK9CyZRiDCsPY51fIT,5x8HOMCMbODsMSJtMtNXF7,6jGMq4yGs7aQzuGsMgVgZR,72,80,"['brooklyn drill', 'melodic rap', 'nyc rap']",150475,2021-10-22,day
Kydus,When Am With You (RES006),1pwYLmIOZKZHHMiZtgP3CI,0rlshUNVQCejnzuTA49uZ1,6YycIIoEl49FGVdmgsABea,10,27,['uk tech house'],262738,2021-12-17,day
YBN Nahmir,Opp Stoppa (feat. 21 Savage),59fFsGRwFiuhxKDPc1k6xW,6mBVdi3OYfVGmMiT4jXkYz,3gGUMEwIX6XodWsYEvKSal,69,63,"['alabama rap', 'rap', 'trap', 'underground hip hop', 'vapor trap', 'viral rap']",135430,2021-01-22,day
Leo Reyes,The Return (FYHYM2021),5fkOY3OWPXU6Or2cNnRpvG,4UiV2fisGRy8AvtboMHsTr,5WiUNT9TfeQGAs9zWF7ETb,6,17,[],59076,2021-12-29,day
"Tyler, The Creator",HOT WIND BLOWS (feat. Lil Wayne),3JJL91ilRV6fXhKqu0FGXs,45ba6QAtNrdv6Ke4MFOKk9,4V8LLVI7PbaPR0K2TGSxFF,70,84,"['hip hop', 'rap']",155292,2021-06-25,day
Going Deeper,Weight Of The World (RES006),66p8HpBxVRBXb4hGC59Hz7,0rlshUNVQCejnzuTA49uZ1,2SHmJ9pvh1h1TXu2WulzL4,11,52,"['covertronica', 'edm', 'electro house', 'house', 'pop dance', 'pop edm', 'russian edm']",188879,2021-12-17,day
Ella Langley,If You Have To,5aWxPjDd4ZfpsmDoeR1plq,31jtMX7GvPB6gtQBCGA6xL,6BRxQ8cD3eqnrVj6WKDok8,68,50,[],199493,2021-11-05,day
Temujin,Nightsky (RES006),4cUxEGShvM7Vz5fcIAF5M3,0rlshUNVQCejnzuTA49uZ1,6L93bJoCWrPR2n6dQq8IVQ,10,7,"['fallen angel', 'gothic symphonic metal']",170275,2021-12-17,day
Daisy the Great,Record Player (with AJR),4jYt1pQqg2mIZmY4FWCZEM,0zs9o2NkQxcRTlGlcOteP5,0SrIPejckovMwhrN3MZFPB,69,53,"['brooklyn indie', 'indie pop']",149538,2021-08-31,day
Andrew Rayel,Blue Roses (FYHYM2021),2TvwdL6WwvCgSADZbya2kf,4UiV2fisGRy8AvtboMHsTr,1UtBjqMZBAmqIPlDrKu7Tr,7,52,"['edm', 'moldovan pop', 'pop dance', 'progressive house', 'trance', 'uplifting trance']",83451,2021-12-29,day
PinkPantheress,Break it off - Bonus,78ul3D77noQsYjSwvwiPU1,65YAjLCn7Jp33nJpOxIPMe,78rUTD7y6Cy67W1RVzYs7t,72,69,['russian plugg'],96133,2021-10-15,day
Years & Years,Desire - Gryffin Remix,1xhkexZbRu77gyw6cMiGqn,2hRwcwmiIoRew08tiY7GmN,5vBSrE1xujD2FXYRarbAXc,4,70,"['dance pop', 'edm', 'gauze pop', 'pop', 'pop dance', 'tropical house']",268840,2021-05-14,day
Rauw Alejandro,Todo De Ti,3rdAz1fbUfZxYgaCviYhRo,2Nt6MDJXfoxQ22tIQgWXIh,1mcTU81TzQhprhouKaTkpq,79,89,"['puerto rican pop', 'trap latino']",199604,2021-12-10,day
Years & Years,King,0ehr4GsiW3MMc4cm6OTe4H,1IsTq8ameWCNfwaIflQ9o7,5vBSrE1xujD2FXYRarbAXc,8,70,"['dance pop', 'edm', 'gauze pop', 'pop', 'pop dance', 'tropical house']",214834,2021-10-11,day
Lil Peep,your favorite dress,1i5VGJwl7gFw0hQP4dVDgK,4PBXjrqtjZmYtt37kB7px5,2kCcBybjl3SAtIcwdWpUe3,73,80,"['emo rap', 'lgbtq+ hip hop']",177386,2021-07-02,day
Fisherman,Apache 2.0 (FYHYM2021),6QQOIkxa6pVuPnLE7q5w4f,4UiV2fisGRy8AvtboMHsTr,0vykncECxuxH5RqOMt6IIg,5,30,[],80271,2021-12-29,day
late night drive home,Stress Relief,7xLfmCx9jcZNgzlIK7NupN,0mPKxIXNf7okZAFkCTMZlV,1muzcpVFKmKSrT7rVNAwBB,71,53,[],205714,2021-09-17,day
Misja Helsloot,Inspire (FYHYM2021) - Sunyella Remix,5fa3J4GFSL7WpknHEDbIY7,4UiV2fisGRy8AvtboMHsTr,4V0bDVKeoOi3fwzTtjGeOu,12,16,['dutch trance'],55570,2021-12-29,day
MadeinTYO,HUNNIDDOLLA,4cOdRhWoQg8wrtggw6YZLY,2Zd7deeqEMClIaUCo19aIc,5SyGEPymt1G2uto47tVWvZ,71,62,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop', 'vapor trap']",136150,2021-02-19,day
Elvis Costello & The Attractions,No Action - Live,7sXHoagawVOm5mEHmFOGW0,1sEzTKLd1Nv2oGndJa1XMD,4qmHkMxr6pTWh5Zo74odpH,7,54,"['art rock', 'folk rock', 'mellow gold', 'new wave pop', 'power pop', 'pub rock', 'rock']",148533,1978-03-17,day
Nic D,Icee Pop,1zKOagmkCtXuGmCivG8HZE,0N75npNB8Wo93bY41XjHr7,1XlLhtgJjC4ROQZilBZAvw,71,63,['pop rap'],147555,2021-09-03,day
Elvis Costello,Waiting For The End Of The World - Live,0BGHmtfikvjPfsGU0qajw8,1sEzTKLd1Nv2oGndJa1XMD,2BGRfQgtzikz1pzAD0kaEn,6,57,"['art rock', 'folk', 'folk rock', 'mellow gold', 'new wave pop', 'permanent wave', 'power pop', 'pub rock', 'rock', 'roots rock', 'singer-songwriter']",239306,1978-03-17,day
